"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2443","Samsung-Galaxy-Lime-Unlocked-128GB","Téléphone Samsung A54 au top","Client d'Amazon","Téléphone offert à ma maman, vraiment très bien pour son prix.Facile d’installation et très belles photos.La couleur verte est vraiment très sympa.","Reviewed in France on 5 January 2024","5.0 out of 5 stars","Verified Purchase"
"2444","Samsung-Galaxy-Lime-Unlocked-128GB","Ravie de mon achat !!","Noemie","Conforme à mes attentes, il est parfait !! Boîte bien fermer des deux cotée. Très bon qualité prix","Reviewed in France on 10 January 2024","5.0 out of 5 stars","Verified Purchase"
"2445","Samsung-Galaxy-Lime-Unlocked-128GB","Du bon samsung !!","Denis","conforme à mes attentes. mise à jour android 14...que demander de plus.","Reviewed in France on 15 January 2024","5.0 out of 5 stars","Verified Purchase"
"2446","Samsung-Galaxy-Lime-Unlocked-128GB","Samsung a54","massimiliano","Provengo da uno xiaomi mi 12 cambiato perché  ultimamente la batteria scaldava parecchio, questo samsung ha un ottimo display veloce e poi si interfaccia con il mio watch 5 samsung all'istante buon software prezzo un po' alto ma è samsung colore veramente bello questo lime, forse un po' troppo squadrato cmq si tiene bene in mano.","Reviewed in Italy on 30 September 2023","5.0 out of 5 stars","Verified Purchase"
"2447","Samsung-Galaxy-Lime-Unlocked-128GB","Justito","Cliente Amazon","Lo compré porque mi antiguo móvil tenía ciertas limitaciones al conectarse a Android auto, en eso he mejorado, pero prácticamente en nada más .Muy lento al reconocer la huella, el reconocimiento facial peor todavía.La cámara muy justita y los altavoces pésimos, por el precio no esperaba una maravilla, pero tampoco esperaba tan poquito.","Reviewed in Spain on 26 September 2023","5.0 out of 5 stars","Verified Purchase"
"2448","Samsung-Galaxy-Lime-Unlocked-128GB","Très content de ce produit","Morning star","Très beau téléphone fluide et performant.","Reviewed in France on 16 January 2024","3.0 out of 5 stars","Verified Purchase"
"2449","Samsung-Galaxy-Lime-Unlocked-128GB","Samsung avec super appareil photo","Client d'Amazon","Je l'utilise au quotidien. Grande capacité de stockage, appareil photo grand angle et de grande qualité.","Reviewed in France on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"2450","Samsung-Galaxy-Lime-Unlocked-128GB","Téléphone Malaisien mais correct","S.S","Téléphone impeccable et bien avec 8go de ram (4 go de ram bridée qu'ont peut débridé très facilement) mais la boîte du Téléphone a été ouvert. Cependant pour le prix ya pas photo il vaut vraiment le coup.","Reviewed in France on 25 July 2023","5.0 out of 5 stars","Verified Purchase"
"2451","Samsung-A145R-Galaxy-64GB-Green","Bonne évolution des Samsung A05, A10...","Pierre3","De nouvelles fonctions, et beaucoup plus de place mémoire, pour un surcoût mesuré.","Reviewed in France on 12 February 2024","4.4 out of 5 stars","Verified Purchase"
"2452","Samsung-A145R-Galaxy-64GB-Green","Best to use.","Matthew","Very good in everythingGood phone.","Reviewed in Belgium on 15 February 2024","5.0 out of 5 stars","Verified Purchase"
"2453","Samsung-A145R-Galaxy-64GB-Green","ok","Laurence","ok phone","Reviewed in the United Kingdom on 21 February 2024","5.0 out of 5 stars","Verified Purchase"
"2454","Samsung-A145R-Galaxy-64GB-Green","Precio y calidad","M.Borras","Falta un cable de cargador, y cargador!","Reviewed in Spain on 10 December 2023","4.0 out of 5 stars","Verified Purchase"
"2455","Samsung-A145R-Galaxy-64GB-Green","Ottimo prodotto","Ciro78","Smartphone eccezionale, bellissimo ed economico","Reviewed in Italy on 15 July 2023","5.0 out of 5 stars","Verified Purchase"
"2456","Samsung-A145R-Galaxy-64GB-Green","Top","Al-Najar","Sehr gute handy ..","Reviewed in Germany on 12 March 2024","5.0 out of 5 stars","Verified Purchase"
"2457","Samsung-A145R-Galaxy-64GB-Green","Envio ràpido","Cliente Amazon","El producto és tal cual el anuncio","Reviewed in Spain on 29 December 2023","5.0 out of 5 stars","Verified Purchase"
"2458","Samsung-A145R-Galaxy-64GB-Green","Mobiel","Claudio","Mooi toestel 1 min punt toestel heeft geen NFC, voor de rest in orde. Snel geleverd.","Reviewed in Belgium on 24 November 2023","5.0 out of 5 stars","Verified Purchase"
"2459","Samsung-A145R-Galaxy-64GB-Green","Bargain","S. Conroy","Excellent phone for basic use at incredible price.  Recommend!!","Reviewed in the United Kingdom on 1 March 2024","4.0 out of 5 stars","Verified Purchase"
"2460","Samsung-A145R-Galaxy-64GB-Green","Smartphone","Guido","Telefono perfetto","Reviewed in Italy on 15 September 2023","5.0 out of 5 stars","Verified Purchase"
"2461","Samsung-A145R-Galaxy-64GB-Green","J’ai bien reçu mon téléphone mais il manque le chargeur pouvez vous me m’envoyer merci","Client d'Amazon","J’ai pas reçu mon chargeur il n’était pas dans l’emballage pouvez vous me l’envoyer","Reviewed in France on 16 February 2024","4.4 out of 5 stars","Verified Purchase"
"2462","Samsung-A145R-Galaxy-64GB-Green","Returning this item as it is no good","Darius Tarbiat","Extremely slow. Considering that it’s a new phone, I cannot fathom howcome it is so so slow.Will be returning it.I know it’s a fairly cheap phone, but at that low quality that is wasted money.Also it is enormous. I missed the size when I ordered, that’s on me","Reviewed in Germany on 25 December 2023","5.0 out of 5 stars","Verified Purchase"
"2463","Samsung-A145R-Galaxy-64GB-Green","Pour remplacer le à 10","patrice","Super téléphone en remplacement du A10 fonctionne très bien super meilleure batterie meilleure photo seule chose il est un peu épais","Reviewed in France on 2 January 2024","1.0 out of 5 stars","Verified Purchase"
"2464","Samsung-A145R-Galaxy-64GB-Green","Excelente","Excelente","Excelente","Reviewed in Spain on 16 December 2023","5.0 out of 5 stars","Verified Purchase"
"2465","Samsung-A145R-Galaxy-64GB-Green","Ideal first phone","Emma","Bought as a first phone for my daughter's birthday so she can have that little bit of independence she's been asking for.Little bit slow on first start up, but once it's warmed up a bit it works just as fast as a more expensive phone.All round canny little starter phone so she can text and call family when needed!","Reviewed in the United Kingdom on 3 February 2024","5.0 out of 5 stars","Verified Purchase"
"2466","Samsung-A145R-Galaxy-64GB-Green","Très bonne qualité","Lammens","Bon produit","Reviewed in Belgium on 9 January 2024","5.0 out of 5 stars","Verified Purchase"
"2467","Samsung-A145R-Galaxy-64GB-Green","Si blocca","Gianfranco","È il secondo cell di questo modello che uso,il primo mi dava problemi col tasto di accensione e spegnimento,questo si blocca va a scatti...","Reviewed in Italy on 17 February 2024","5.0 out of 5 stars","Verified Purchase"
"2468","Samsung-A145R-Galaxy-64GB-Green","Samsung A14","Sandra Shephard","Super happy with this purchase.  As usual Samsung lives up to its name.","Reviewed in Germany on 29 February 2024","1.0 out of 5 stars","Verified Purchase"
"2469","Samsung-A145R-Galaxy-64GB-Green","Galaxy A14","Strat’ist","Great value for a good phone, and easy to use","Reviewed in the United Kingdom on 25 February 2024","5.0 out of 5 stars","Verified Purchase"
"2470","Samsung-A145R-Galaxy-64GB-Green","Perfect","Vj","Heel goed toestel","Reviewed in Belgium on 9 December 2023","5.0 out of 5 stars","Verified Purchase"
"2471","Samsung-A145R-Galaxy-64GB-Green","Un desastre","antonio","Venía la pantalla rota , la caja abierta y deteriorada Y en una bolsa sin protección","Reviewed in Spain on 8 March 2024","4.4 out of 5 stars","Verified Purchase"
"2472","Samsung-A145R-Galaxy-64GB-Green","trop difficile à mettre à jour","h93","Après une semaine d'essais je retire une étoile : impossible d'avoir la capture d'écran, c'était une fonction qui me servait énormément, et j'ai regardé des aides mais impossible de capturer via le bouton éteindre et micro moins.J'ai mis énormément de temps à remettre mes raccourcis, tout était parti de mon ancien.Bon là j'en suis à la phase expérimentale, j'ai cassé l'écran de mon ancien portable et le prix du remplacement était égal au prix de ce samsung, donc j'ai changé.J'aime bien sa taille car j'ai besoin de voir parfois sans lunettes et le format correspond à ma vision sans lunettes.Je n'ai pas encore tout testé donc je reviendrai au besoin vous dire si j'ai trouvé des points négatifs.J'ai besoin d'un portable pour être joignable aussi bien au téléphone que via les réseaux sociaux et j'ai besoin de photos quasi-parfaites pour mon métier où il est demandé tout le temps ""selfies du jour"".","Reviewed in France on 14 November 2023","1.0 out of 5 stars","Verified Purchase"
"2473","Samsung-A145R-Galaxy-64GB-Green","Qualità - prezzo interessante","h93","Ottimo cellulare entry level,un po' lento, display molto luminoso,fa il suo ...","Reviewed in Italy on 1 September 2023","4.0 out of 5 stars","Verified Purchase"
"2474","Samsung-A145R-Galaxy-64GB-Green","Soo slow! And the speaker doesn't really work either.","paolo","I bought it because my phone broke but I didn't want to spend a fortune. This phone takes absolutely rubbish pictures, the processor is slow so if I try and watch videos on Facebook, install or tiktok it's all crackly and picture and voice is never at the same pace. Also unfortunately when using the speaker it sounds like the phone is under water. A shame but it wasn't possible to return it and I use my phone less than before so that's a bonus lol.","Reviewed in the United Kingdom on 30 January 2024","4.0 out of 5 stars","Verified Purchase"
"2475","Samsung-A145R-Galaxy-64GB-Green","top handy","Rakul P.","preis Leistung fast unschlagbar","Reviewed in Germany on 9 December 2023","4.0 out of 5 stars","Verified Purchase"
"2476","Samsung-A145R-Galaxy-64GB-Green","Genial","Amazon Kunde","Muy fácil de utilizar y muy bonito el color","Reviewed in Spain on 20 October 2023","1.0 out of 5 stars","Verified Purchase"
"2477","Samsung-A145R-Galaxy-64GB-Green","Très bon rapport qualité prix","Cliente Amazon","Acheté pour mon fils. Parfait pour son age, il est simple mais efficace. Assez pour lui à son age.","Reviewed in France on 29 January 2024","4.0 out of 5 stars","Verified Purchase"
"2478","Samsung-A145R-Galaxy-64GB-Green","Ok","Tartine","Ok","Reviewed in Belgium on 13 October 2023","5.0 out of 5 stars","Verified Purchase"
"2479","Samsung-A145R-Galaxy-64GB-Green","Samsung A14","Sebastian","Ma fille adore ce téléphone.  C'est le 2ème qu'elle a. Un peu épais à mon goût mais ne dérange pas ma  fille.La couleur verte est sympa.","Reviewed in France on 11 March 2024","5.0 out of 5 stars","Verified Purchase"
"2480","Samsung-A145R-Galaxy-64GB-Green","génial","Client d'Amazon","produit génial fais son travaille est rapide j'adore samsung","Reviewed in France on 11 March 2024","5.0 out of 5 stars","Verified Purchase"
"2481","Samsung-A145R-Galaxy-64GB-Green","Samsung A14","PAGNON Monique","Très satisfaite de mon achat","Reviewed in France on 29 February 2024","4.4 out of 5 stars","Verified Purchase"
"2482","Samsung-A145R-Galaxy-64GB-Green","Très bon","carole verscheure","Acheter pour mon fils, téléphone très fluide et très bien.","Reviewed in France on 18 February 2024","5.0 out of 5 stars","Verified Purchase"
"2483","Samsung-A145R-Galaxy-64GB-Green","Excellent Phone","Nessakt","Hubby was complaining about updates on his previous phone - So I bought him a Samsung Galaxy A14 4G 64GB Light Greene All Carriers.......He is converted to Samsung now and no complaints when he is using it!!! Phew.....One happy Hubby!","Reviewed in the United Kingdom on 16 February 2024","5.0 out of 5 stars","Verified Purchase"
"2484","Samsung-A145R-Galaxy-64GB-Green","Nice phone","Lerato","My son is happy with the phone","Reviewed in the United Kingdom on 24 February 2024","5.0 out of 5 stars","Verified Purchase"
"2485","Samsung-A145R-Galaxy-64GB-Green","Il fonctionne très  bien","Rima","Merci beaucoup, mon fils est ravi 😇","Reviewed in France on 14 February 2024","5.0 out of 5 stars","Verified Purchase"
"2486","Samsung-A145R-Galaxy-64GB-Green","Excellent purchase","WENDY JENKINS","I’m really pleased with my purchase and the speed with which the seller sent my phone .It arrived the following dayI would certainly consider buying from them again when I need to replace my phone.I did have a problem with the courier as they left the phone with a neighbour, but never left a card to say what they’d done and I had to knock doors to find my phone.","Reviewed in the United Kingdom on 19 January 2024","5.0 out of 5 stars","Verified Purchase"
"2487","Samsung-A145R-Galaxy-64GB-Green","Rapport qualité prix correcte","Sam","Téléphone entrée de gamme correcte l'appareil photo et de qualité très moyenne c'est dommage la vitesse de charge est très moyenne également faut pas s'attendre à quelque chose d'exceptionnel pour le prix sinon en terme d'usage il est plutôt assez fluide pour le moment","Reviewed in France on 10 March 2024","5.0 out of 5 stars","Verified Purchase"
"2488","Samsung-A145R-Galaxy-64GB-Green","Good cheap phone","Mark","Had a A71, which was a works phone and due to changing jobs, required a personal phone.After searching on the web, this phone was more then Ideal.","Reviewed in the United Kingdom on 16 February 2024","3.0 out of 5 stars","Verified Purchase"
"2489","Samsung-A145R-Galaxy-64GB-Green","all good a part of no charging unit on the box","Rashwan Alshaer","all good a part from no charging unit on the box it just charging USB cable obviously its not Amazon or seller fault, it is Samsung policy which disserve 1 Star for.The phone looks nice and it has quick performance the camera also great for the price it is 4G network so whoever reading this.","Reviewed in the United Kingdom on 4 December 2023","5.0 out of 5 stars","Verified Purchase"
